item_id,item_name,quantity_on_hand,quantity_fulfilled,last_picked,location,pick_time_seconds,turnover_rate,fulfillment_rate
ITEM0197,Product_197,246,187,2025-03-09 13:21:57.123162,Zone-C5,5.86,0.757085020242915,0.0004073568206126908
ITEM0198,Product_198,152,66,2025-03-03 13:21:57.123162,Zone-C2,3.58,0.43137254901960786,0.00014377299551036145
ITEM0199,Product_199,180,223,2025-03-02 13:21:57.123162,Zone-C1,10.21,1.2320441988950277,0.0004857784545274334
ITEM0200,Product_200,38,250,2025-03-31 13:21:57.123162,Zone-C4,8.31,6.410256410256411,0.0005445946799634904
ITEM0201,Product_201,45,234,2025-03-03 13:21:57.123162,Zone-D4,8.01,5.086956521739131,0.0005097406204458269
ITEM0202,Product_202,22,83,2025-03-27 13:21:57.123162,Zone-B2,8.8,3.608695652173913,0.00018080543374787882
ITEM0203,Product_203,169,153,2025-03-05 13:21:57.123162,Zone-D4,6.34,0.9,0.0003332919441376561
ITEM0204,Product_204,336,142,2025-03-11 13:21:57.123162,Zone-A2,6.0,0.42136498516320475,0.00030932977821926253
ITEM0205,Product_205,196,69,2025-03-02 13:21:57.123162,Zone-B3,7.43,0.350253807106599,0.00015030813166992335
ITEM0206,Product_206,252,17,2025-03-12 13:21:57.123162,Zone-B1,10.74,0.06719367588932806,3.703243823751735e-05
ITEM0207,Product_207,95,217,2025-03-04 13:21:57.123162,Zone-B2,5.66,2.2604166666666665,0.00047270818220830965
ITEM0208,Product_208,293,246,2025-03-23 13:21:57.123162,Zone-B5,2.75,0.8367346938775511,0.0005358811650840745
ITEM0209,Product_209,75,217,2025-03-26 13:21:57.123162,Zone-B1,6.96,2.8552631578947367,0.00047270818220830965
ITEM0210,Product_210,179,185,2025-03-02 13:21:57.123162,Zone-C1,10.29,1.0277777777777777,0.0004030000631729829
ITEM0211,Product_211,54,177,2025-03-12 13:21:57.123162,Zone-C2,4.53,3.2181818181818183,0.00038557303341415117
ITEM0212,Product_212,71,164,2025-03-05 13:21:57.123162,Zone-D2,5.64,2.2777777777777777,0.00035725411005604966
ITEM0213,Product_213,450,168,2025-03-17 13:21:57.123162,Zone-C4,8.53,0.37250554323725055,0.00036596762493546555
ITEM0214,Product_214,143,192,2025-03-23 13:21:57.123162,Zone-C5,13.14,1.3333333333333333,0.0004182487142119606
ITEM0215,Product_215,293,195,2025-03-07 13:21:57.123162,Zone-C3,5.28,0.6632653061224489,0.00042478385037152247
ITEM0216,Product_216,37,260,2025-03-15 13:21:57.123162,Zone-C1,5.21,6.842105263157895,0.00056637846716203
ITEM0217,Product_217,117,187,2025-03-09 13:21:57.123162,Zone-B4,8.68,1.5847457627118644,0.0004073568206126908
ITEM0218,Product_218,53,121,2025-03-26 13:21:57.123162,Zone-B2,10.41,2.240740740740741,0.00026358382510232936
ITEM0219,Product_219,349,286,2025-03-07 13:21:57.123162,Zone-C4,6.75,0.8171428571428572,0.000623016313878233
ITEM0220,Product_220,295,200,2025-03-16 13:21:57.123162,Zone-A5,4.76,0.6756756756756757,0.0004356757439707923
ITEM0221,Product_221,455,38,2025-03-19 13:21:57.123162,Zone-A3,8.87,0.08333333333333333,8.277839135445054e-05
ITEM0222,Product_222,340,56,2025-03-12 13:21:57.123162,Zone-A1,9.23,0.16422287390029325,0.00012198920831182184
ITEM0223,Product_223,137,116,2025-03-02 13:21:57.123162,Zone-B5,11.56,0.8405797101449275,0.0002526919315030595
ITEM0224,Product_224,357,256,2025-03-10 13:21:57.123162,Zone-C5,9.31,0.7150837988826816,0.0005576649522826141
